parent id	parent name	child id	child name
newnode2780144	muscles of left arm	newnode982828	muscle of anterior compartment of left arm
newnode982828	muscle of anterior compartment of left arm	newnode2492382	left coracobrachialis
newnode982828	muscle of anterior compartment of left arm	newnode2126068	long head of left biceps brachii
newnode982828	muscle of anterior compartment of left arm	newnode7654942	left brachialis
newnode982828	muscle of anterior compartment of left arm	newnode4784957	short head of left biceps brachii
FMA24896	left arm	newnode9256166	bones of left arm
newnode9256166	bones of left arm	FMA23131	left humerus
FMA24881	left free upper limb	FMA24941	left wrist
FMA24941	left wrist	newnode4610267	bones of left wrist
newnode4610267	bones of left wrist	newnode7682287	left distal carpal bone
newnode7682287	left distal carpal bone	FMA24445	left trapezoid
newnode7682287	left distal carpal bone	FMA24444	left trapezium
newnode7682287	left distal carpal bone	FMA24449	left hamate
newnode7682287	left distal carpal bone	FMA24447	left capitate
newnode4610267	bones of left wrist	newnode3194477	left proximal carpal bone
newnode3194477	left proximal carpal bone	FMA24440	left triquetral
newnode3194477	left proximal carpal bone	FMA24442	left pisiform
newnode3194477	left proximal carpal bone	FMA24438	left lunate
newnode3194477	left proximal carpal bone	FMA24436	left scaphoid
FMA24941	left wrist	FMA58449	investing fascia of left wrist
FMA58449	investing fascia of left wrist	FMA40121	flexor retinaculum of left wrist
FMA24881	left free upper limb	newnode8812269	left hand
newnode8812269	left hand	FMA9714	bones of left hand
FMA9714	bones of left hand	FMA60330	left ring finger
FMA60330	left ring finger	FMA23942	middle phalanx of left ring finger
FMA60330	left ring finger	FMA71916	proximal phalanx of left ring finger
FMA60330	left ring finger	FMA23957	distal phalanx of left ring finger
FMA9714	bones of left hand	FMA60328	left little finger
FMA60328	left little finger	FMA23959	distal phalanx of left little finger
FMA60328	left little finger	FMA23944	middle phalanx of left little finger
FMA60328	left little finger	FMA66791	proximal phalanx of left little finger
FMA9714	bones of left hand	FMA79182	metacarpal bones of left hand
FMA79182	metacarpal bones of left hand	FMA24473	left fifth metacarpal bone
FMA79182	metacarpal bones of left hand	FMA24465	left first metacarpal bone
FMA79182	metacarpal bones of left hand	FMA24467	left second metacarpal bone
FMA79182	metacarpal bones of left hand	FMA24469	left third metacarpal bone
FMA79182	metacarpal bones of left hand	FMA24471	left fourth metacarpal bone
FMA9714	bones of left hand	FMA60332	left middle finger
FMA60332	left middle finger	FMA23955	distal phalanx of left middle finger
FMA60332	left middle finger	FMA71908	proximal phalanx of left middle finger
FMA60332	left middle finger	FMA23940	middle phalanx of left middle finger
FMA9714	bones of left hand	FMA60334	left index finger
FMA60334	left index finger	FMA23938	middle phalanx of left index finger
FMA60334	left index finger	FMA23953	distal phalanx of left index finger
FMA60334	left index finger	FMA71915	proximal phalanx of left index finger
FMA9714	bones of left hand	FMA60326	left thumb
FMA60326	left thumb	FMA65470	proximal phalanx of left thumb
FMA60326	left thumb	FMA23951	distal phalanx of left thumb
newnode8812269	left hand	newnode650266	muscle of left hand
newnode650266	muscle of left hand	FMA42399	lumbricals of left hand
newnode650266	muscle of left hand	FMA42405	dorsal interossei of left hand
newnode650266	muscle of left hand	FMA42403	palmar interossei of left hand
newnode650266	muscle of left hand	newnode8723341	intrinsic muscle of left hand
newnode8723341	intrinsic muscle of left hand	newnode3240285	left thenar muscle
newnode3240285	left thenar muscle	newnode7122695	left opponens pollicis
newnode3240285	left thenar muscle	newnode8528476	left flexor pollicis brevis
newnode3240285	left thenar muscle	newnode7985454	superficial head of left flexor pollicis brevis
newnode3240285	left thenar muscle	newnode1819419	left abductor pollicis brevis
newnode8723341	intrinsic muscle of left hand	newnode8988308	left adductor pollicis
newnode8988308	left adductor pollicis	newnode6382845	oblique head of left adductor pollicis
newnode8988308	left adductor pollicis	newnode1408496	transverse head of left adductor pollicis
newnode8723341	intrinsic muscle of left hand	newnode5081158	left hypothenar muscle
newnode5081158	left hypothenar muscle	newnode4730409	opponens digiti minimi of left hand
newnode5081158	left hypothenar muscle	newnode1509039	flexor digiti minimi brevis of left hand
newnode5081158	left hypothenar muscle	newnode3853495	abductor digiti minimi of left hand
FMA7482	musculoskeletal system	FMA7187	right lower limb
FMA7187	right lower limb	FMA24882	right free lower limb
FMA24882	right free lower limb	newnode58017	right foot
newnode58017	right foot	newnode3888800	muscle of right foot
newnode3888800	muscle of right foot	newnode8494887	intrinsic muscle of right foot
newnode8494887	intrinsic muscle of right foot	newnode4153383	intrinsic muscle of dorsum of right foot
newnode4153383	intrinsic muscle of dorsum of right foot	newnode8085122	right extensor hallucis brevis
newnode8494887	intrinsic muscle of right foot	newnode3648388	intrinsic muscle of plantar part of right foot
newnode3648388	intrinsic muscle of plantar part of right foot	newnode1107469	flexor digiti minimi brevis of right foot
newnode3648388	intrinsic muscle of plantar part of right foot	newnode3628486	lumbrical of right foot
newnode3628486	lumbrical of right foot	newnode3875620	third lumbrical of right foot
newnode3628486	lumbrical of right foot	newnode5515871	first lumbrical of right foot
newnode3628486	lumbrical of right foot	newnode9089865	second lumbrical of right foot
newnode3628486	lumbrical of right foot	newnode5254615	fourth lumbrical of right foot
newnode3648388	intrinsic muscle of plantar part of right foot	FMA51142	right extensor digitorum brevis (available in BP3D 3.0)
newnode3648388	intrinsic muscle of plantar part of right foot	newnode599719	right flexor accessorius
newnode3648388	intrinsic muscle of plantar part of right foot	newnode1609152	right flexor hallucis brevis
newnode1609152	right flexor hallucis brevis	newnode5461512	lateral head of right flexor hallucis brevis
newnode1609152	right flexor hallucis brevis	newnode3797503	medial head of right flexor hallucis brevis
newnode3648388	intrinsic muscle of plantar part of right foot	newnode7399483	opponens digiti minimi of right foot
newnode3648388	intrinsic muscle of plantar part of right foot	newnode6412721	right flexor digitorum brevis
newnode3648388	intrinsic muscle of plantar part of right foot	newnode4372757	head of right adductor hallucis
newnode4372757	head of right adductor hallucis	newnode3673708	oblique head of right adductor hallucis
newnode4372757	head of right adductor hallucis	newnode6996157	transverse head of right adductor hallucis
newnode3648388	intrinsic muscle of plantar part of right foot	newnode3514749	abductor digiti minimi of right foot
newnode3648388	intrinsic muscle of plantar part of right foot	newnode843061	interosseous of right foot
newnode843061	interosseous of right foot	newnode9078992	plantar interosseous of right foot
newnode9078992	plantar interosseous of right foot	newnode9101570	second plantar interosseous of right foot
newnode9078992	plantar interosseous of right foot	newnode2146155	third plantar interosseous of right foot
newnode9078992	plantar interosseous of right foot	newnode3670981	first plantar interosseous of right foot
newnode843061	interosseous of right foot	FMA74140	set of dorsal interossei of right foot (available in BP3D 3.0)
newnode3648388	intrinsic muscle of plantar part of right foot	newnode1517715	right abductor hallucis
newnode58017	right foot	newnode7427604	right long plantar ligament
newnode58017	right foot	FMA11343	bones of right foot
FMA11343	bones of right foot	FMA60341	right fourth toe
FMA60341	right fourth toe	FMA32646	middle phalanx of right fourth toe
FMA60341	right fourth toe	FMA32656	distal phalanx of right fourth toe
FMA60341	right fourth toe	FMA32638	proximal phalanx of right fourth toe
FMA11343	bones of right foot	FMA24482	right talus
FMA11343	bones of right foot	FMA60343	right little toe
FMA60343	right little toe	FMA230986	middle phalanx of right little toe
FMA60343	right little toe	FMA32640	proximal phalanx of right little toe
FMA60343	right little toe	FMA32658	distal phalanx of right little toe
FMA11343	bones of right foot	FMA24500	navicular bone of right foot
FMA11343	bones of right foot	FMA24521	right medial cuneiform bone
FMA11343	bones of right foot	FMA24497	right calcaneus
FMA11343	bones of right foot	FMA24523	right intermediate cuneiform bone
FMA11343	bones of right foot	FMA60335	right big toe
FMA60335	right big toe	FMA43253	proximal phalanx of right big toe
FMA60335	right big toe	FMA32650	distal phalanx of right big toe
FMA11343	bones of right foot	FMA45097	sesamoid bone of right foot
FMA11343	bones of right foot	FMA60337	right second toe
FMA60337	right second toe	FMA32652	distal phalanx of right second toe
FMA60337	right second toe	FMA32642	middle phalanx of right second toe
FMA60337	right second toe	FMA32634	proximal phalanx of right second toe
FMA11343	bones of right foot	FMA73086	metatarsal bones of right foot
FMA73086	metatarsal bones of right foot	FMA24515	right fifth metatarsal bone
FMA73086	metatarsal bones of right foot	FMA24513	right fourth metatarsal bone
FMA73086	metatarsal bones of right foot	FMA24509	right second metatarsal bone
FMA73086	metatarsal bones of right foot	FMA24507	right first metatarsal bone
FMA73086	metatarsal bones of right foot	FMA24511	right third metatarsal bone
FMA11343	bones of right foot	FMA60339	right third toe
FMA60339	right third toe	FMA32654	distal phalanx of right third toe
FMA60339	right third toe	FMA32636	proximal phalanx of right third toe
FMA60339	right third toe	FMA32644	middle phalanx of right third toe
FMA11343	bones of right foot	FMA24528	right cuboid bone
FMA11343	bones of right foot	FMA24525	right lateral cuneiform bone
FMA24882	right free lower limb	FMA24968	right thigh
FMA24968	right thigh	FMA24474	right femur
FMA24968	right thigh	FMA58776	right iliotibial tract
FMA24968	right thigh	newnode7912689	muscle of right thigh
newnode7912689	muscle of right thigh	newnode4328853	muscle of anterior compartment of right thigh
newnode4328853	muscle of anterior compartment of right thigh	newnode7036038	right quadriceps femoris
newnode7036038	right quadriceps femoris	newnode5721627	right vastus medialis
newnode7036038	right quadriceps femoris	newnode9985316	right vastus intermedius
newnode7036038	right quadriceps femoris	newnode4248691	right vastus lateralis
newnode7036038	right quadriceps femoris	newnode987339	right rectus femoris
newnode4328853	muscle of anterior compartment of right thigh	newnode7445385	right sartorius
newnode7912689	muscle of right thigh	newnode1784119	muscle of medial compartment of right thigh
newnode1784119	muscle of medial compartment of right thigh	newnode5778487	right adductor minimus
newnode1784119	muscle of medial compartment of right thigh	newnode4526456	right gracilis
newnode1784119	muscle of medial compartment of right thigh	newnode1869671	right pectineus
newnode1784119	muscle of medial compartment of right thigh	newnode8204162	right adductor longus
newnode1784119	muscle of medial compartment of right thigh	newnode6891833	right adductor magnus
newnode1784119	muscle of medial compartment of right thigh	newnode5674829	right adductor brevis
newnode7912689	muscle of right thigh	newnode4309320	muscle of posterior compartment of right thigh
newnode4309320	muscle of posterior compartment of right thigh	newnode5139632	right semimembranosus
newnode4309320	muscle of posterior compartment of right thigh	newnode6501786	right semitendinosus
newnode4309320	muscle of posterior compartment of right thigh	newnode1908661	head of right biceps femoris
newnode1908661	head of right biceps femoris	newnode1419847	short head of right biceps femoris
newnode1908661	head of right biceps femoris	newnode125100	long head of right biceps femoris
FMA24882	right free lower limb	FMA24977	right knee
FMA24977	right knee	FMA73055	anterior part of right knee
FMA73055	anterior part of right knee	FMA79065	patellar part of right knee
FMA79065	patellar part of right knee	FMA24486	right patella
FMA24882	right free lower limb	FMA24980	right leg
FMA24980	right leg	newnode9129365	right calcaneal tendon
FMA24980	right leg	FMA35192	interosseous membrane of right leg
FMA24980	right leg	newnode1963276	bones of right leg
newnode1963276	bones of right leg	FMA24480	right fibula
newnode1963276	bones of right leg	FMA24477	right tibia
FMA24980	right leg	FMA22471	muscle of right leg
FMA22471	muscle of right leg	newnode4584960	muscle of anterior compartment of right leg
newnode4584960	muscle of anterior compartment of right leg	newnode2157861	right tibialis anterior
newnode4584960	muscle of anterior compartment of right leg	newnode7745555	right extensor hallucis longus
newnode4584960	muscle of anterior compartment of right leg	newnode1133711	right extensor digitorum longus
